Casting No. / Batch No.,Zn,Fe,Si,Cu,In,Mg,Sn,Ti,Cd,Ga,B,Na,Ni,Oth,V,Al(By Diff)
26B0306208,0.0017,0.076,0.071,0.0006,,0.0098,,0.0011,,0.0112,0.0029,0.0039,0.0032,0.01,0.0104,99.8
26B0306209,0.0017,0.076,0.071,0.0006,,0.0098,,0.0011,,0.0112,0.0029,0.0039,0.0032,0.01,0.0104,99.8
26B0303220,0.0017,0.072,0.063,0.0004,,0.0012,,0.0013,,0.011,0.0029,0.0041,0.0036,0.01,0.0095,99.822
26B0303221,0.0017,0.072,0.063,0.0004,,0.0012,,0.0013,,0.011,0.0029,0.0041,0.0036,0.01,0.0095,99.822
26C0277104,0.0016,0.08,0.07,0.0005,,0.0009,,0.0006,,0.0115,0.0029,0.0044,0.0031,0.01,0.0078,99.809
26C0277103,0.0016,0.08,0.07,0.0005,,0.0009,,0.0006,,0.0115,0.0029,0.0044,0.0031,0.01,0.0078,99.809
26C0278110,0.0016,0.08,0.066,0.0008,,0.0008,,0.0008,,0.0113,0.0027,0.0034,0.0026,0.01,0.0077,99.815
26D0277311,0.0016,0.084,0.073,0.0004,,0.01,,0.0011,,0.0111,0.0026,0.0043,0.0025,0.01,0.0074,99.795
26C0282218,0.0015,0.072,0.072,0.0005,,0.0071,,0.0008,,0.0109,0.0024,0.0036,0.0024,0.01,0.0077,99.811
26D0274418,0.0019,0.1,0.071,0.004,,0.0016,,0.0008,,0.0112,0.0027,0.0035,0.003,0.01,0.0087,99.786
26D0276301,0.0019,0.078,0.064,0.0002,,0.0091,,0.0009,,0.0106,0.0023,0.0034,0.0024,0.01,0.0076,99.813
26D0276302,0.0019,0.078,0.064,0.0002,,0.0091,,0.0009,,0.0106,0.0023,0.0034,0.0024,0.01,0.0076,99.813
26B0311101,0.0016,0.084,0.076,0.0008,,0.0143,,0.0012,,0.0108,0.0027,0.005,0.0024,0.01,0.0085,99.786
26B0312216,0.0017,0.082,0.074,0.0005,,0.0117,,0.001,,0.0108,0.0028,0.005,0.0023,0.01,0.0097,99.791
26B0312217,0.0017,0.082,0.074,0.0005,,0.0117,,0.001,,0.0108,0.0028,0.005,0.0023,0.01,0.0097,99.791
26E0318309,0.0016,0.069,0.068,0.0004,,0.0106,,0.0009,,0.0111,0.0029,0.0042,0.0024,0.01,0.0083,99.814
26E0318310,0.0016,0.069,0.068,0.0004,,0.0106,,0.0009,,0.0111,0.0029,0.0042,0.0024,0.01,0.0083,99.814
26E0318320,0.0016,0.069,0.068,0.0004,,0.0106,,0.0009,,0.0111,0.0029,0.0042,0.0024,0.01,0.0083,99.814
26B0314221,0.0017,0.07,0.071,0.0004,,0.005,,0.0009,,0.0107,0.0028,0.0048,0.0034,0.01,0.0093,99.813
26E0322307,0.0017,0.076,0.065,0.0007,,0.0062,,0.001,,0.0108,0.0034,0.0066,0.0025,0.01,0.0102,99.809
26E0322308,0.0017,0.076,0.065,0.0007,,0.0062,,0.001,,0.0108,0.0034,0.0066,0.0025,0.01,0.0102,99.809
26A0255204,0.0016,0.069,0.067,0.0004,,0.0095,,0.0009,,0.0108,0.0026,0.0033,0.0034,0.01,0.0087,99.815
26A0255205,0.0016,0.069,0.067,0.0004,,0.0095,,0.0009,,0.0108,0.0026,0.0033,0.0034,0.01,0.0087,99.815
26A0255206,0.0016,0.069,0.067,0.0004,,0.0095,,0.0009,,0.0108,0.0026,0.0033,0.0034,0.01,0.0087,99.815
26D0268322,0.0017,0.092,0.09,0.0022,,0.0096,,0.001,,0.0108,0.0028,0.0039,0.0024,0.01,0.0092,99.766
26D0268323,0.0017,0.092,0.09,0.0022,,0.0096,,0.001,,0.0108,0.0028,0.0039,0.0024,0.01,0.0092,99.766
26E0313302,0.0016,0.071,0.065,0.0004,,0.0051,,0.0011,,0.0115,0.003,0.0052,0.0029,0.01,0.0098,99.815
26B0310112,0.0019,0.072,0.071,0.0002,,0.0012,,0.0009,,0.0104,0.0029,0.0037,0.0024,0.01,0.009,99.817
26B0310113,0.0019,0.072,0.071,0.0002,,0.0012,,0.0009,,0.0104,0.0029,0.0037,0.0024,0.01,0.009,99.817
26D0271401,0.0015,0.071,0.06,0.0006,,0.0026,,0.0008,,0.011,0.0026,0.0035,0.0027,0.01,0.0077,99.828
26E0321317,0.0016,0.079,0.071,0.0006,,0.0081,,0.0011,,0.0111,0.0028,0.0041,0.0025,0.01,0.0083,99.802
26E0321318,0.0016,0.079,0.071,0.0006,,0.0081,,0.0011,,0.0111,0.0028,0.0041,0.0025,0.01,0.0083,99.802
26E0321319,0.0016,0.079,0.071,0.0006,,0.0081,,0.0011,,0.0111,0.0028,0.0041,0.0025,0.01,0.0083,99.802
26D0276420,0.0019,0.078,0.064,0.0002,,0.0091,,0.0009,,0.0106,0.0023,0.0034,0.0024,0.01,0.0076,99.813
26D0276421,0.0019,0.078,0.064,0.0002,,0.0091,,0.0009,,0.0106,0.0023,0.0034,0.0024,0.01,0.0076,99.813
26D0276422,0.0019,0.078,0.064,0.0002,,0.0091,,0.0009,,0.0106,0.0023,0.0034,0.0024,0.01,0.0076,99.813
26A0269217,0.0015,0.073,0.067,0.0007,,0.0079,,0.0008,,0.0109,0.0029,0.0052,0.0025,0.01,0.0084,99.811
26A0269218,0.0015,0.073,0.067,0.0007,,0.0079,,0.0008,,0.0109,0.0029,0.0052,0.0025,0.01,0.0084,99.811
26A0269219,0.0015,0.073,0.067,0.0007,,0.0079,,0.0008,,0.0109,0.0029,0.0052,0.0025,0.01,0.0084,99.811
26C0276215,0.0015,0.074,0.07,0.0006,,0.0021,,0.0007,,0.0111,0.0029,0.0047,0.0026,0.01,0.0084,99.814
26B0313107,0.0016,0.088,0.075,0.0038,,0.0013,,0.0008,,0.011,0.0028,0.0036,0.0026,0.01,0.0081,99.793
26B0313108,0.0016,0.088,0.075,0.0038,,0.0013,,0.0008,,0.011,0.0028,0.0036,0.0026,0.01,0.0081,99.793
26B0313204,0.0016,0.088,0.075,0.0038,,0.0013,,0.0008,,0.011,0.0028,0.0036,0.0026,0.01,0.0081,99.793
26B0313205,0.0016,0.088,0.075,0.0038,,0.0013,,0.0008,,0.011,0.0028,0.0036,0.0026,0.01,0.0081,99.793
26D0275404,0.0016,0.096,0.071,0.0038,,0.0031,,0.0008,,0.0108,0.0028,0.0058,0.0025,0.01,0.0088,99.785
26A0244115,0.0016,0.075,0.075,0.0004,,0.0113,,0.0007,,0.0117,0.002,0.0034,0.0027,0.01,0.0067,99.801
26A0244203,0.0016,0.075,0.075,0.0004,,0.0113,,0.0007,,0.0117,0.002,0.0034,0.0027,0.01,0.0067,99.801
26A0244204,0.0016,0.075,0.075,0.0004,,0.0113,,0.0007,,0.0117,0.002,0.0034,0.0027,0.01,0.0067,99.801
26A0243144,0.0019,0.074,0.063,0.0002,,0.0008,,0.0007,,0.0107,0.0025,0.0028,0.0024,0.01,0.0082,99.825
26A0244202,0.0016,0.075,0.075,0.0004,,0.0113,,0.0007,,0.0117,0.002,0.0034,0.0027,0.01,0.0067,99.801
26B0284217,0.0016,0.079,0.078,0.0007,,0.0082,,0.0009,,0.0108,0.0023,0.0036,0.0024,0.01,0.0091,99.797
26A0275215,0.0017,0.088,0.08,0.0004,,0.0117,,0.0011,,0.0106,0.0023,0.0032,0.0036,0.01,0.0086,99.78
26C0267204,0.0016,0.081,0.075,0.0005,,0.0014,,0.0007,,0.0112,0.0023,0.005,0.0026,0.01,0.007,99.804
26C0268112,0.0016,0.074,0.072,0.0004,,0.0076,,0.0009,,0.0113,0.0021,0.003,0.0027,0.01,0.0069,99.81
26C0287102,0.0016,0.069,0.072,0.0005,,0.0036,,0.0011,,0.0112,0.0026,0.0045,0.0025,0.01,0.0084,99.815
26D0282307,0.002,0.077,0.073,0.0001,,0.0111,,0.001,,0.0116,0.0022,0.0036,0.0027,0.01,0.0078,99.8
26D0282308,0.002,0.077,0.073,0.0001,,0.0111,,0.001,,0.0116,0.0022,0.0036,0.0027,0.01,0.0078,99.8
26E0327302,0.0016,0.084,0.077,0.0004,,0.008,,0.001,,0.0108,0.003,0.0035,0.0026,0.01,0.008,99.792
26E0327303,0.0016,0.084,0.077,0.0004,,0.008,,0.001,,0.0108,0.003,0.0035,0.0026,0.01,0.008,99.792
26E0327304,0.0016,0.084,0.077,0.0004,,0.008,,0.001,,0.0108,0.003,0.0035,0.0026,0.01,0.008,99.792
26D0284411,0.002,0.071,0.065,0.0001,,0.0063,,0.001,,0.0112,0.0024,0.003,0.0026,0.01,0.0079,99.82
26D0285401,0.0018,0.064,0.062,0.0004,,0.0047,,0.0008,,0.011,0.0019,0.0033,0.0035,0.01,0.0082,99.83
26D0285402,0.0018,0.064,0.062,0.0004,,0.0047,,0.0008,,0.011,0.0019,0.0033,0.0035,0.01,0.0082,99.83
26A0279125,0.0019,0.067,0.063,0.0008,,0.0045,,0.0012,,0.0108,0.0034,0.0073,0.0022,0.01,0.0105,99.82
26A0279126,0.0019,0.067,0.063,0.0008,,0.0045,,0.0012,,0.0108,0.0034,0.0073,0.0022,0.01,0.0105,99.82
26A0279127,0.0019,0.067,0.063,0.0008,,0.0045,,0.0012,,0.0108,0.0034,0.0073,0.0022,0.01,0.0105,99.82
26D0285404,0.0018,0.064,0.062,0.0004,,0.0047,,0.0008,,0.011,0.0019,0.0033,0.0035,0.01,0.0082,99.83
26D0285405,0.0018,0.064,0.062,0.0004,,0.0047,,0.0008,,0.011,0.0019,0.0033,0.0035,0.01,0.0082,99.83
26D0285406,0.0018,0.064,0.062,0.0004,,0.0047,,0.0008,,0.011,0.0019,0.0033,0.0035,0.01,0.0082,99.83
26A0278127,0.0016,0.072,0.073,0.0006,,0.0041,,0.0008,,0.011,0.0031,0.0046,0.0024,0.01,0.0081,99.811
26B0322210,0.0018,0.083,0.078,0.0005,,0.0133,,0.0011,,0.0107,0.0024,0.0038,0.0031,0.01,0.0083,99.784
26B0313106,0.0016,0.088,0.075,0.0038,,0.0013,,0.0008,,0.011,0.0028,0.0036,0.0026,0.01,0.0081,99.793
26A0258201,0.0019,0.092,0.063,0.0001,,0.0016,,0.0007,,0.0105,0.0028,0.003,0.0026,0.01,0.0086,99.806
26B0296101,0.0016,0.073,0.077,0.0005,,0.0057,,0.0008,,0.011,0.0024,0.0037,0.0027,0.01,0.008,99.806
26B0296102,0.0016,0.073,0.077,0.0005,,0.0057,,0.0008,,0.011,0.0024,0.0037,0.0027,0.01,0.008,99.806
26B0296103,0.0016,0.073,0.077,0.0005,,0.0057,,0.0008,,0.011,0.0024,0.0037,0.0027,0.01,0.008,99.806
26F0253430,0.0015,0.062,0.064,0.0004,,0.0013,,0.0007,,0.0109,0.0024,0.0029,0.0023,0.01,0.0075,99.837
26F0253431,0.0015,0.062,0.064,0.0004,,0.0013,,0.0007,,0.0109,0.0024,0.0029,0.0023,0.01,0.0075,99.837
26F0253433,0.0015,0.062,0.064,0.0004,,0.0013,,0.0007,,0.0109,0.0024,0.0029,0.0023,0.01,0.0075,99.837
26B0295206,0.0015,0.068,0.066,0.0005,,0.0009,,0.001,,0.0109,0.0028,0.0037,0.0024,0.01,0.009,99.826
26C0270201,0.0015,0.08,0.068,0.0004,,0.0008,,0.0006,,0.0108,0.0022,0.0028,0.0027,0.01,0.0064,99.816
26C0270202,0.0015,0.08,0.068,0.0004,,0.0008,,0.0006,,0.0108,0.0022,0.0028,0.0027,0.01,0.0064,99.816
26E0316441,0.0016,0.077,0.064,0.0007,,0.0116,,0.001,,0.011,0.0027,0.0053,0.0022,0.01,0.0095,99.807
26E0316442,0.0016,0.077,0.064,0.0007,,0.0116,,0.001,,0.011,0.0027,0.0053,0.0022,0.01,0.0095,99.807
26B0303104,0.0017,0.072,0.063,0.0004,,0.0012,,0.0013,,0.011,0.0029,0.0041,0.0036,0.01,0.0095,99.822
26A0267212,0.0016,0.08,0.07,0.0006,,0.0016,,0.0009,,0.0108,0.003,0.0047,0.0023,0.01,0.0097,99.807
26A0267213,0.0016,0.08,0.07,0.0006,,0.0016,,0.0009,,0.0108,0.003,0.0047,0.0023,0.01,0.0097,99.807
26A0267214,0.0016,0.08,0.07,0.0006,,0.0016,,0.0009,,0.0108,0.003,0.0047,0.0023,0.01,0.0097,99.807
26E0319427,0.0016,0.089,0.08,0.0006,,0.0122,,0.0011,,0.0107,0.0028,0.0045,0.0022,0.01,0.0092,99.779
26A0259105,0.0015,0.069,0.056,0.0004,,0.0009,,0.0008,,0.0116,0.003,0.0043,0.0025,0.01,0.0096,99.832
26A0259218,0.0015,0.069,0.056,0.0004,,0.0009,,0.0008,,0.0116,0.003,0.0043,0.0025,0.01,0.0096,99.832
26A0268215,0.0015,0.075,0.067,0.001,,0.0085,,0.0012,,0.0111,0.0025,0.0039,0.0026,0.01,0.0081,99.81
26B0311105,0.0016,0.084,0.076,0.0008,,0.0143,,0.0012,,0.0108,0.0027,0.005,0.0024,0.01,0.0085,99.786
26B0311106,0.0016,0.084,0.076,0.0008,,0.0143,,0.0012,,0.0108,0.0027,0.005,0.0024,0.01,0.0085,99.786
26C0277217,0.0016,0.08,0.07,0.0005,,0.0009,,0.0006,,0.0115,0.0029,0.0044,0.0031,0.01,0.0078,99.809
26C0278112,0.0016,0.08,0.066,0.0008,,0.0008,,0.0008,,0.0113,0.0027,0.0034,0.0026,0.01,0.0077,99.815
26C0278113,0.0016,0.08,0.066,0.0008,,0.0008,,0.0008,,0.0113,0.0027,0.0034,0.0026,0.01,0.0077,99.815
26E0318407,0.0016,0.069,0.068,0.0004,,0.0106,,0.0009,,0.0111,0.0029,0.0042,0.0024,0.01,0.0083,99.814
26E0318408,0.0016,0.069,0.068,0.0004,,0.0106,,0.0009,,0.0111,0.0029,0.0042,0.0024,0.01,0.0083,99.814
26E0318409,0.0016,0.069,0.068,0.0004,,0.0106,,0.0009,,0.0111,0.0029,0.0042,0.0024,0.01,0.0083,99.814
26D0269330,0.0019,0.088,0.069,0.0004,,0.01,,0.0011,,0.0112,0.0026,0.0034,0.0028,0.01,0.0096,99.793
26B0302104,0.0016,0.088,0.064,0.0006,,0.002,,0.0008,,0.0109,0.0027,0.0047,0.0022,0.01,0.0087,99.808
26B0302105,0.0016,0.088,0.064,0.0006,,0.002,,0.0008,,0.0109,0.0027,0.0047,0.0022,0.01,0.0087,99.808
26F0251401,0.0019,0.065,0.063,0.0001,,0.0114,,0.001,,0.0107,0.0028,0.0035,0.0025,0.01,0.0089,99.822
26A0259207,0.0015,0.069,0.056,0.0004,,0.0009,,0.0008,,0.0116,0.003,0.0043,0.0025,0.01,0.0096,99.832
26D0277303,0.0016,0.084,0.073,0.0004,,0.01,,0.0011,,0.0111,0.0026,0.0043,0.0025,0.01,0.0074,99.795
26D0277304,0.0016,0.084,0.073,0.0004,,0.01,,0.0011,,0.0111,0.0026,0.0043,0.0025,0.01,0.0074,99.795
26D0277305,0.0016,0.084,0.073,0.0004,,0.01,,0.0011,,0.0111,0.0026,0.0043,0.0025,0.01,0.0074,99.795
26E0323311,0.0016,0.086,0.076,0.0005,,0.0075,,0.0015,,0.0114,0.0034,0.0044,0.0027,0.01,0.0088,99.788
26E0324410,0.0016,0.07,0.066,0.0004,,0.0011,,0.0008,,0.0111,0.0035,0.0055,0.0026,0.01,0.0092,99.821
26E0324411,0.0016,0.07,0.066,0.0004,,0.0011,,0.0008,,0.0111,0.0035,0.0055,0.0026,0.01,0.0092,99.821
26E0316420,0.0016,0.077,0.064,0.0007,,0.0116,,0.001,,0.011,0.0027,0.0053,0.0022,0.01,0.0095,99.807
26E0316421,0.0016,0.077,0.064,0.0007,,0.0116,,0.001,,0.011,0.0027,0.0053,0.0022,0.01,0.0095,99.807
26E0316437,0.0016,0.077,0.064,0.0007,,0.0116,,0.001,,0.011,0.0027,0.0053,0.0022,0.01,0.0095,99.807
26F0248412,0.0018,0.079,0.064,0.0002,,0.0026,,0.0007,,0.0107,0.0023,0.0036,0.0027,0.01,0.0077,99.818
26A0263215,0.0015,0.06,0.053,0.0008,,0.0009,,0.0009,,0.0109,0.003,0.0045,0.0023,0.01,0.009,99.846
26A0263216,0.0015,0.06,0.053,0.0008,,0.0009,,0.0009,,0.0109,0.003,0.0045,0.0023,0.01,0.009,99.846
26C0280117,0.0018,0.072,0.075,0.0008,,0.0099,,0.001,,0.0108,0.003,0.0039,0.0029,0.01,0.0101,99.801
26C0280118,0.0018,0.072,0.075,0.0008,,0.0099,,0.001,,0.0108,0.003,0.0039,0.0029,0.01,0.0101,99.801
26C0281119,0.0016,0.073,0.074,0.0005,,0.0093,,0.0019,,0.0109,0.0029,0.004,0.0037,0.01,0.0102,99.8
26B0304109,0.0017,0.07,0.063,0.0006,,0.002,,0.0008,,0.0109,0.0028,0.0058,0.0021,0.01,0.0091,99.824
26B0304110,0.0017,0.07,0.063,0.0006,,0.002,,0.0008,,0.0109,0.0028,0.0058,0.0021,0.01,0.0091,99.824
26B0304218,0.0017,0.07,0.063,0.0006,,0.002,,0.0008,,0.0109,0.0028,0.0058,0.0021,0.01,0.0091,99.824
26C0277102,0.0016,0.08,0.07,0.0005,,0.0009,,0.0006,,0.0115,0.0029,0.0044,0.0031,0.01,0.0078,99.809
26C0277106,0.0016,0.08,0.07,0.0005,,0.0009,,0.0006,,0.0115,0.0029,0.0044,0.0031,0.01,0.0078,99.809
26C0277107,0.0016,0.08,0.07,0.0005,,0.0009,,0.0006,,0.0115,0.0029,0.0044,0.0031,0.01,0.0078,99.809
26F0246315,0.0015,0.083,0.065,0.0006,,0.0063,,0.0008,,0.0108,0.0021,0.0025,0.0023,0.01,0.007,99.811
26F0246316,0.0015,0.083,0.065,0.0006,,0.0063,,0.0008,,0.0108,0.0021,0.0025,0.0023,0.01,0.007,99.811
26F0246317,0.0015,0.083,0.065,0.0006,,0.0063,,0.0008,,0.0108,0.0021,0.0025,0.0023,0.01,0.007,99.811
26C0279215,0.0017,0.071,0.069,0.0006,,0.0081,,0.0009,,0.0109,0.0026,0.0062,0.0023,0.01,0.009,99.811
26D0266406,0.0015,0.143,0.064,0.0011,,0.007,,0.0007,,0.011,0.0014,0.0001,0.0027,0.01,0.0005,99.76
26D0267302,0.0016,0.086,0.063,0.0018,,0.0016,,0.0007,,0.0114,0.0028,0.0035,0.0026,0.01,0.0081,99.809
26D0267423,0.0016,0.086,0.063,0.0018,,0.0016,,0.0007,,0.0114,0.0028,0.0035,0.0026,0.01,0.0081,99.809
26E0313308,0.0016,0.071,0.065,0.0004,,0.0051,,0.0011,,0.0115,0.003,0.0052,0.0029,0.01,0.0098,99.815
26E0318304,0.0016,0.069,0.068,0.0004,,0.0106,,0.0009,,0.0111,0.0029,0.0042,0.0024,0.01,0.0083,99.814
26B0322211,0.0018,0.083,0.078,0.0005,,0.0133,,0.0011,,0.0107,0.0024,0.0038,0.0031,0.01,0.0083,99.784
26A0278146,0.0016,0.072,0.073,0.0006,,0.0041,,0.0008,,0.011,0.0031,0.0046,0.0024,0.01,0.0081,99.811
26A0278147,0.0016,0.072,0.073,0.0006,,0.0041,,0.0008,,0.011,0.0031,0.0046,0.0024,0.01,0.0081,99.811
26A0278148,0.0016,0.072,0.073,0.0006,,0.0041,,0.0008,,0.011,0.0031,0.0046,0.0024,0.01,0.0081,99.811
26E0328422,0.0016,0.083,0.075,0.0004,,0.0078,,0.001,,0.0109,0.003,0.0035,0.0025,0.01,0.0082,99.795
26E0328423,0.0016,0.083,0.075,0.0004,,0.0078,,0.001,,0.0109,0.003,0.0035,0.0025,0.01,0.0082,99.795
26E0328424,0.0016,0.083,0.075,0.0004,,0.0078,,0.001,,0.0109,0.003,0.0035,0.0025,0.01,0.0082,99.795
26D0284416,0.002,0.071,0.065,0.0001,,0.0063,,0.001,,0.0112,0.0024,0.003,0.0026,0.01,0.0079,99.82
26D0284417,0.002,0.071,0.065,0.0001,,0.0063,,0.001,,0.0112,0.0024,0.003,0.0026,0.01,0.0079,99.82
26E0329303,0.0018,0.075,0.071,0.0007,,0.0111,,0.0008,,0.0106,0.0018,0.0047,0.0023,0.01,0.007,99.806
26C0277115,0.0016,0.08,0.07,0.0005,,0.0009,,0.0006,,0.0115,0.0029,0.0044,0.0031,0.01,0.0078,99.809
26C0277116,0.0016,0.08,0.07,0.0005,,0.0009,,0.0006,,0.0115,0.0029,0.0044,0.0031,0.01,0.0078,99.809
26C0277117,0.0016,0.08,0.07,0.0005,,0.0009,,0.0006,,0.0115,0.0029,0.0044,0.0031,0.01,0.0078,99.809
26D0278312,0.0019,0.07,0.056,0.0002,,0.0015,,0.0014,,0.011,0.0028,0.0047,0.0026,0.01,0.0102,99.83
26D0278313,0.0019,0.07,0.056,0.0002,,0.0015,,0.0014,,0.011,0.0028,0.0047,0.0026,0.01,0.0102,99.83
26D0278314,0.0019,0.07,0.056,0.0002,,0.0015,,0.0014,,0.011,0.0028,0.0047,0.0026,0.01,0.0102,99.83
26E0321320,0.0016,0.079,0.071,0.0006,,0.0081,,0.0011,,0.0111,0.0028,0.0041,0.0025,0.01,0.0083,99.802
26A0265220,0.0018,0.078,0.095,0.0004,,0.0011,,0.0009,,0.0105,0.0031,0.0051,0.0033,0.01,0.0097,99.783
26A0265221,0.0018,0.078,0.095,0.0004,,0.0011,,0.0009,,0.0105,0.0031,0.0051,0.0033,0.01,0.0097,99.783
26A0269102,0.0015,0.073,0.067,0.0007,,0.0079,,0.0008,,0.0109,0.0029,0.0052,0.0025,0.01,0.0084,99.811
26A0269103,0.0015,0.073,0.067,0.0007,,0.0079,,0.0008,,0.0109,0.0029,0.0052,0.0025,0.01,0.0084,99.811
26A0269205,0.0015,0.073,0.067,0.0007,,0.0079,,0.0008,,0.0109,0.0029,0.0052,0.0025,0.01,0.0084,99.811
26A0250215,0.0019,0.074,0.063,0.0004,,0.0008,,0.0009,,0.0107,0.0029,0.0037,0.0027,0.01,0.0091,99.823
26A0269107,0.0015,0.073,0.067,0.0007,,0.0079,,0.0008,,0.0109,0.0029,0.0052,0.0025,0.01,0.0084,99.811
26A0269108,0.0015,0.073,0.067,0.0007,,0.0079,,0.0008,,0.0109,0.0029,0.0052,0.0025,0.01,0.0084,99.811
26D0271412,0.0015,0.071,0.06,0.0006,,0.0026,,0.0008,,0.011,0.0026,0.0035,0.0027,0.01,0.0077,99.828
26D0271413,0.0015,0.071,0.06,0.0006,,0.0026,,0.0008,,0.011,0.0026,0.0035,0.0027,0.01,0.0077,99.828
26D0271414,0.0015,0.071,0.06,0.0006,,0.0026,,0.0008,,0.011,0.0026,0.0035,0.0027,0.01,0.0077,99.828
26F0258401,0.0018,0.095,0.071,0.0004,,0.0018,,0.0009,,0.011,0.0026,0.0054,0.0036,0.01,0.0088,99.788
26F0258402,0.0018,0.095,0.071,0.0004,,0.0018,,0.0009,,0.011,0.0026,0.0054,0.0036,0.01,0.0088,99.788
26F0258403,0.0018,0.095,0.071,0.0004,,0.0018,,0.0009,,0.011,0.0026,0.0054,0.0036,0.01,0.0088,99.788
26F0254418,0.0017,0.069,0.062,0.0007,,0.0012,,0.0008,,0.0109,0.0019,0.0031,0.0031,0.01,0.0079,99.83
26E0300309,0.0017,0.082,0.072,0.0004,,0.0012,,0.0012,,0.0117,0.0028,0.0057,0.0029,0.01,0.0084,99.802
26A0244104,0.0016,0.075,0.075,0.0004,,0.0113,,0.0007,,0.0117,0.002,0.0034,0.0027,0.01,0.0067,99.801
26A0244105,0.0016,0.075,0.075,0.0004,,0.0113,,0.0007,,0.0117,0.002,0.0034,0.0027,0.01,0.0067,99.801
26B0311113,0.0016,0.084,0.076,0.0008,,0.0143,,0.0012,,0.0108,0.0027,0.005,0.0024,0.01,0.0085,99.786
26B0311118,0.0016,0.084,0.076,0.0008,,0.0143,,0.0012,,0.0108,0.0027,0.005,0.0024,0.01,0.0085,99.786
26B0311119,0.0016,0.084,0.076,0.0008,,0.0143,,0.0012,,0.0108,0.0027,0.005,0.0024,0.01,0.0085,99.786
26C0288111,0.0015,0.072,0.069,0.0006,,0.007,,0.0008,,0.0112,0.0026,0.0042,0.0025,0.01,0.0081,99.813
26C0288112,0.0015,0.072,0.069,0.0006,,0.007,,0.0008,,0.0112,0.0026,0.0042,0.0025,0.01,0.0081,99.813
26C0288113,0.0015,0.072,0.069,0.0006,,0.007,,0.0008,,0.0112,0.0026,0.0042,0.0025,0.01,0.0081,99.813
26D0287403,0.002,0.069,0.069,0.0002,,0.0021,,0.0007,,0.011,0.0027,0.0033,0.0026,0.01,0.0085,99.822
26D0287404,0.002,0.069,0.069,0.0002,,0.0021,,0.0007,,0.011,0.0027,0.0033,0.0026,0.01,0.0085,99.822
26D0287405,0.002,0.069,0.069,0.0002,,0.0021,,0.0007,,0.011,0.0027,0.0033,0.0026,0.01,0.0085,99.822
26E0327311,0.0016,0.084,0.077,0.0004,,0.008,,0.001,,0.0108,0.003,0.0035,0.0026,0.01,0.008,99.792
26E0327312,0.0016,0.084,0.077,0.0004,,0.008,,0.001,,0.0108,0.003,0.0035,0.0026,0.01,0.008,99.792
26E0327325,0.0016,0.084,0.077,0.0004,,0.008,,0.001,,0.0108,0.003,0.0035,0.0026,0.01,0.008,99.792
26D0287427,0.002,0.069,0.069,0.0002,,0.0021,,0.0007,,0.011,0.0027,0.0033,0.0026,0.01,0.0085,99.822
26E0333401,0.0016,0.085,0.073,0.0005,,0.0096,,0.0008,,0.0107,0.0024,0.0025,0.0024,0.01,0.0059,99.798
26A0278128,0.0016,0.072,0.073,0.0006,,0.0041,,0.0008,,0.011,0.0031,0.0046,0.0024,0.01,0.0081,99.811
26A0278150,0.0016,0.072,0.073,0.0006,,0.0041,,0.0008,,0.011,0.0031,0.0046,0.0024,0.01,0.0081,99.811
26A0278151,0.0016,0.072,0.073,0.0006,,0.0041,,0.0008,,0.011,0.0031,0.0046,0.0024,0.01,0.0081,99.811
26A0278152,0.0016,0.072,0.073,0.0006,,0.0041,,0.0008,,0.011,0.0031,0.0046,0.0024,0.01,0.0081,99.811
26B0315219,0.0016,0.077,0.067,0.0006,,0.0054,,0.0012,,0.0108,0.003,0.0056,0.0023,0.01,0.0084,99.81
26B0315220,0.0016,0.077,0.067,0.0006,,0.0054,,0.0012,,0.0108,0.003,0.0056,0.0023,0.01,0.0084,99.81
26B0320104,0.0018,0.081,0.076,0.0004,,0.0044,,0.0009,,0.0109,0.0027,0.0045,0.0031,0.01,0.0095,99.796
26E0331309,0.0019,0.067,0.069,0.0007,,0.0042,,0.001,,0.0106,0.0026,0.0063,0.0022,0.01,0.009,99.818
26A0279104,0.0019,0.067,0.063,0.0008,,0.0045,,0.0012,,0.0108,0.0034,0.0073,0.0022,0.01,0.0105,99.82
26A0279105,0.0019,0.067,0.063,0.0008,,0.0045,,0.0012,,0.0108,0.0034,0.0073,0.0022,0.01,0.0105,99.82
26E0330415,0.0016,0.083,0.069,0.0005,,0.0041,,0.001,,0.0109,0.0032,0.0035,0.0029,0.01,0.0082,99.804
26E0331310,0.0019,0.067,0.069,0.0007,,0.0042,,0.001,,0.0106,0.0026,0.0063,0.0022,0.01,0.009,99.818
26E0331311,0.0019,0.067,0.069,0.0007,,0.0042,,0.001,,0.0106,0.0026,0.0063,0.0022,0.01,0.009,99.818
26C0287132,0.0016,0.069,0.072,0.0005,,0.0036,,0.0011,,0.0112,0.0026,0.0045,0.0025,0.01,0.0084,99.815
26B0285202,0.0017,0.069,0.058,0.0008,,0.0025,,0.0006,,0.0109,0.0025,0.0037,0.0022,0.01,0.0086,99.834
26B0306206,0.0017,0.076,0.071,0.0006,,0.0098,,0.0011,,0.0112,0.0029,0.0039,0.0032,0.01,0.0104,99.8
26C0276216,0.0015,0.074,0.07,0.0006,,0.0021,,0.0007,,0.0111,0.0029,0.0047,0.0026,0.01,0.0084,99.814
